total_transfers,unique_wallets,price_rows_fetched,price_date_min,price_date_max,exchange_addresses_detected,exchange_addresses_sample,wallets_after_pnl_calc,max_net_position,median_net_position,wallets_net_position_gt_0,wallets_after_excluding_exchange_addrs,whale_threshold_used,wallets_after_threshold_filter
310033,42031,0,,,44,"0x000010036c0190e009a000d0fc3541100a07380a, 0xf335788b2251dec93332310d96d15500cdc4c34b, 0x990636ecb3ff04d33d92e970d3d588bf5cd8d086, 0xf48a3f7c0575c85cf4529aa220caf3c055773f1c, 0x9008d19f58aabd9ed0d60971565aa8510560ab41, 0x3cc936b795a188f0e246cbb2d74c5bd190aecf18, 0x69460570c93f9de5e2edbc3052bf10125f0ca22d, 0xa7ca2c8673bcfa5a26d8ceec2887f2cc2b0db22a, 0x74de5d4fcbf63e00296fd95d33236b9794016631, 0x8c864d0c8e476bf9eb9d620c10e1296fb0e2f940",0,,,0,0,10000.0,0
