date,inflow_tokens,outflow_tokens,net_flow_tokens,signal
2025-03-27,84903.72521407195,133208.70955786385,-48304.984343791904,bullish_pressure (net outflow from exchanges)
2025-03-28,221974.23028491676,212663.05297606392,9311.177308852843,bearish_pressure (net inflow to exchanges)
2025-03-29,391665.66443631775,274618.9696710198,117046.69476529793,bearish_pressure (net inflow to exchanges)
2025-03-30,124907.78929479123,163690.95105215066,-38783.16175735943,bullish_pressure (net outflow from exchanges)
2025-03-31,387023.30782875034,413106.8644452609,-26083.556616510556,bullish_pressure (net outflow from exchanges)
2025-04-01,389860.84992306563,554294.6302853546,-164433.78036228893,bullish_pressure (net outflow from exchanges)
2025-04-02,779349.2940153893,419549.9842709822,359799.3097444071,bearish_pressure (net inflow to exchanges)
2025-04-03,332498.62717064004,280918.1786719376,51580.44849870243,bearish_pressure (net inflow to exchanges)
2025-04-04,168429.1671416519,101236.44118693945,67192.72595471246,bearish_pressure (net inflow to exchanges)
2025-04-05,67675.64901182753,82080.45211807915,-14404.803106251624,bullish_pressure (net outflow from exchanges)
2025-04-06,186678.3568915264,158671.77497972417,28006.581911802234,bearish_pressure (net inflow to exchanges)
2025-04-07,1261263.2672885892,1024186.454837159,237076.81245143013,bearish_pressure (net inflow to exchanges)
2025-04-08,328145.866439456,383622.53889268474,-55476.67245322873,bullish_pressure (net outflow from exchanges)
2025-04-09,739726.8231535965,524148.0784466864,215578.7447069101,bearish_pressure (net inflow to exchanges)
2025-04-10,149350.02967057677,637318.0183952701,-487967.9887246933,bullish_pressure (net outflow from exchanges)
2025-04-11,144885.83149540395,236989.4385665783,-92103.60707117434,bullish_pressure (net outflow from exchanges)
2025-04-12,113596.17788738296,172895.5228532918,-59299.34496590884,bullish_pressure (net outflow from exchanges)
2025-04-13,316636.54352880415,290639.7928853419,25996.750643462234,bearish_pressure (net inflow to exchanges)
2025-04-14,473427.3094041509,351333.6315322004,122093.6778719505,bearish_pressure (net inflow to exchanges)
2025-04-15,323160.1571225822,155660.51714017245,167499.63998240975,bearish_pressure (net inflow to exchanges)
2025-04-16,63777.63889229757,187920.4960310612,-124142.85713876362,bullish_pressure (net outflow from exchanges)
2025-04-17,105216.80066843542,139051.38700602067,-33834.58633758525,bullish_pressure (net outflow from exchanges)
2025-04-18,94909.9725817045,63349.755573821974,31560.217007882522,bearish_pressure (net inflow to exchanges)
2025-04-19,96419.68788459734,50302.661217603,46117.02666699434,bearish_pressure (net inflow to exchanges)
2025-04-20,68347.42096681302,102391.98753365043,-34044.56656683741,bullish_pressure (net outflow from exchanges)
2025-04-21,61758.94591913367,151487.2867462707,-89728.34082713703,bullish_pressure (net outflow from exchanges)
2025-04-22,375425.42607847287,392036.31116268423,-16610.88508421136,bullish_pressure (net outflow from exchanges)
2025-04-23,479399.17589548026,574846.766387367,-95447.59049188677,bullish_pressure (net outflow from exchanges)
2025-04-24,230100.2478807555,311025.6913007517,-80925.44341999621,bullish_pressure (net outflow from exchanges)
2025-04-25,591181.4466234298,751216.6408552331,-160035.1942318033,bullish_pressure (net outflow from exchanges)
2025-04-26,134420.30952641682,100225.29930728053,34195.0102191363,bearish_pressure (net inflow to exchanges)
2025-04-27,146060.0431141518,121309.21588427866,24750.827229873146,bearish_pressure (net inflow to exchanges)
2025-04-28,331337.36625590717,241938.23707900822,89399.12917689895,bearish_pressure (net inflow to exchanges)
2025-04-29,450775.9556747723,486110.3523378526,-35334.39666308026,bullish_pressure (net outflow from exchanges)
2025-04-30,121930.30061240733,88797.26026256251,33133.040349844814,bearish_pressure (net inflow to exchanges)
2025-05-01,182213.54043756827,386374.75893300044,-204161.21849543217,bullish_pressure (net outflow from exchanges)
2025-05-02,287413.1424488968,280263.42905860813,7149.713390288642,bearish_pressure (net inflow to exchanges)
2025-05-03,174779.26286094764,140758.34128044426,34020.921580503375,bearish_pressure (net inflow to exchanges)
2025-05-04,79480.33302500391,82105.87288177777,-2625.5398567738594,bullish_pressure (net outflow from exchanges)
2025-05-05,223222.73307785072,114613.37302042096,108609.36005742976,bearish_pressure (net inflow to exchanges)
2025-05-06,77925.6830473885,104501.48906945116,-26575.80602206265,bullish_pressure (net outflow from exchanges)
2025-05-07,134851.38990783895,148018.2746119503,-13166.884704111348,bullish_pressure (net outflow from exchanges)
2025-05-08,622789.6327277428,837352.8326857435,-214563.19995800068,bullish_pressure (net outflow from exchanges)
2025-05-09,902175.0749247413,566716.5206110526,335458.55431368866,bearish_pressure (net inflow to exchanges)
2025-05-10,253398.3439334579,674151.0131736903,-420752.66924023244,bullish_pressure (net outflow from exchanges)
2025-05-11,408919.35220987274,246886.12976605044,162033.2224438223,bearish_pressure (net inflow to exchanges)
2025-05-12,1231056.354136023,560812.3060162701,670244.0481197529,bearish_pressure (net inflow to exchanges)
2025-05-13,324053.15017218003,245207.1371346687,78846.01303751132,bearish_pressure (net inflow to exchanges)
2025-05-14,94675.3053014127,71635.5910217349,23039.714279677806,bearish_pressure (net inflow to exchanges)
2025-05-15,172844.74869429757,146925.90594596986,25918.842748327705,bearish_pressure (net inflow to exchanges)
2025-05-16,70111.42910087694,69260.21365518852,851.2154456884164,bearish_pressure (net inflow to exchanges)
2025-05-17,162193.7539771334,165848.97257615993,-3655.218599026528,bullish_pressure (net outflow from exchanges)
2025-05-18,172904.8234223614,362318.2913766975,-189413.46795433608,bullish_pressure (net outflow from exchanges)
2025-05-19,687341.2544226891,476436.7080152899,210904.54640739918,bearish_pressure (net inflow to exchanges)
2025-05-20,127099.65629848403,192243.5825854576,-65143.92628697357,bullish_pressure (net outflow from exchanges)
2025-05-21,417779.58448997367,400961.8773982929,16817.707091680786,bearish_pressure (net inflow to exchanges)
2025-05-22,262691.5414927914,434287.7214731751,-171596.17998038372,bullish_pressure (net outflow from exchanges)
2025-05-23,315107.42067120236,608037.7370460033,-292930.316374801,bullish_pressure (net outflow from exchanges)
2025-05-24,429549.01744583953,62251.645397370696,367297.37204846885,bearish_pressure (net inflow to exchanges)
2025-05-25,104819.10394051626,309437.92283072916,-204618.81889021292,bullish_pressure (net outflow from exchanges)
2025-05-26,95582.1861500357,85003.83919107809,10578.346958957613,bearish_pressure (net inflow to exchanges)
2025-05-27,324665.70740498416,400281.6036674457,-75615.89626246155,bullish_pressure (net outflow from exchanges)
2025-05-28,174551.69862618268,79531.54703795775,95020.15158822494,bearish_pressure (net inflow to exchanges)
2025-05-29,160028.98554278206,57606.70461645507,102422.28092632699,bearish_pressure (net inflow to exchanges)
2025-05-30,275455.5765610446,196644.28213331447,78811.29442773014,bearish_pressure (net inflow to exchanges)
2025-05-31,292257.2361125462,259627.37494815415,32629.86116439203,bearish_pressure (net inflow to exchanges)
2025-06-01,209152.05745244693,84681.06159166424,124470.99586078268,bearish_pressure (net inflow to exchanges)
2025-06-02,109685.36639235537,94868.32499730478,14817.04139505059,bearish_pressure (net inflow to exchanges)
2025-06-03,238039.7715607563,115727.48798115115,122312.28357960514,bearish_pressure (net inflow to exchanges)
2025-06-04,276230.26818208373,208465.21987691073,67765.048305173,bearish_pressure (net inflow to exchanges)
2025-06-05,273498.65767626854,161968.34882618155,111530.30885008699,bearish_pressure (net inflow to exchanges)
2025-06-06,399898.5314153649,281955.7077086285,117942.82370673638,bearish_pressure (net inflow to exchanges)
2025-06-07,105728.92489317257,191725.7733163748,-85996.84842320223,bullish_pressure (net outflow from exchanges)
2025-06-08,83664.99832191513,123153.24455784915,-39488.24623593401,bullish_pressure (net outflow from exchanges)
2025-06-09,180064.31716486183,349847.31872847397,-169783.00156361214,bullish_pressure (net outflow from exchanges)
2025-06-10,258425.34075256088,392018.1766675585,-133592.83591499762,bullish_pressure (net outflow from exchanges)
2025-06-11,139078.67878842683,130283.93993032438,8794.738858102442,bearish_pressure (net inflow to exchanges)
2025-06-12,447295.1096509837,174019.89989799357,273275.20975299017,bearish_pressure (net inflow to exchanges)
2025-06-13,312651.9506698601,187818.5703778556,124833.38029200453,bearish_pressure (net inflow to exchanges)
2025-06-14,170150.7937809477,196301.02749330032,-26150.233712352638,bullish_pressure (net outflow from exchanges)
2025-06-15,303026.5753809948,207014.26592594926,96012.30945504556,bearish_pressure (net inflow to exchanges)
2025-06-16,251392.3344809319,325996.82097923383,-74604.48649830194,bullish_pressure (net outflow from exchanges)
2025-06-17,564929.0813263519,411330.6055376813,153598.47578867053,bearish_pressure (net inflow to exchanges)
2025-06-18,690760.2902219653,485028.69071856607,205731.59950339922,bearish_pressure (net inflow to exchanges)
2025-06-19,350644.58495618124,496999.01660368254,-146354.4316475013,bullish_pressure (net outflow from exchanges)
2025-06-20,495294.24948541,368451.8244910798,126842.42499433021,bearish_pressure (net inflow to exchanges)
2025-06-21,422291.5925128595,322474.59640924673,99816.99610361276,bearish_pressure (net inflow to exchanges)
2025-06-22,473247.72433517076,516431.26578460576,-43183.541449435,bullish_pressure (net outflow from exchanges)
2025-06-23,696615.6563885316,864094.3146679639,-167478.65827943233,bullish_pressure (net outflow from exchanges)
2025-06-24,184113.8493485016,463232.48594748694,-279118.63659898535,bullish_pressure (net outflow from exchanges)
2025-06-25,176328.49293690623,223211.18606964606,-46882.693132739834,bullish_pressure (net outflow from exchanges)
2025-06-26,146807.0203174907,147117.28335579918,-310.2630383084761,bullish_pressure (net outflow from exchanges)
2025-06-27,177078.22216506742,142670.6115705873,34407.610594480124,bearish_pressure (net inflow to exchanges)
2025-06-28,92199.94984222543,200689.81534738225,-108489.86550515682,bullish_pressure (net outflow from exchanges)
2025-06-29,95742.97073554787,112667.8868988568,-16924.916163308924,bullish_pressure (net outflow from exchanges)
2025-06-30,91626.44058535855,144109.50202356806,-52483.06143820951,bullish_pressure (net outflow from exchanges)
2025-07-01,242292.44454771417,134615.24292447622,107677.20162323795,bearish_pressure (net inflow to exchanges)
2025-07-02,98627.83891433275,104206.49127838838,-5578.652364055626,bullish_pressure (net outflow from exchanges)
2025-07-03,222743.87368393622,136872.25979730597,85871.61388663025,bearish_pressure (net inflow to exchanges)
2025-07-04,78483.51398166077,135037.80778979932,-56554.29380813855,bullish_pressure (net outflow from exchanges)
2025-07-05,132351.482261019,200646.37130267473,-68294.88904165573,bullish_pressure (net outflow from exchanges)
2025-07-06,161114.10206187415,140978.38547631173,20135.71658556242,bearish_pressure (net inflow to exchanges)
2025-07-07,417382.8555295384,373358.35852802935,44024.497001509066,bearish_pressure (net inflow to exchanges)
2025-07-08,104913.80045054985,253400.64804879972,-148486.84759824985,bullish_pressure (net outflow from exchanges)
2025-07-09,173446.3242050592,153346.780574752,20099.54363030722,bearish_pressure (net inflow to exchanges)
2025-07-10,490254.4064185838,200030.0122984236,290224.39412016026,bearish_pressure (net inflow to exchanges)
2025-07-11,472142.29575979355,1049744.6330729343,-577602.3373131407,bullish_pressure (net outflow from exchanges)
2025-07-12,266110.56972858444,336957.0055540041,-70846.43582541967,bullish_pressure (net outflow from exchanges)
2025-07-13,423188.6016428333,432793.29649403784,-9604.69485120452,bullish_pressure (net outflow from exchanges)
2025-07-14,282914.48918771854,315140.64564105554,-32226.156453336996,bullish_pressure (net outflow from exchanges)
2025-07-15,183552.92948520347,163360.34522522398,20192.584259979485,bearish_pressure (net inflow to exchanges)
2025-07-16,357664.95105127385,869342.0555636747,-511677.1045124008,bullish_pressure (net outflow from exchanges)
2025-07-17,663718.8328817424,845406.1280173229,-181687.29513558047,bullish_pressure (net outflow from exchanges)
2025-07-18,1102309.9624877041,907621.2285853908,194688.73390231328,bearish_pressure (net inflow to exchanges)
2025-07-19,281861.160189498,726224.2282664925,-444363.0680769945,bullish_pressure (net outflow from exchanges)
2025-07-20,577451.224326859,485445.16003969667,92006.06428716233,bearish_pressure (net inflow to exchanges)
2025-07-21,651963.3596429506,639357.9117182991,12605.447924651438,bearish_pressure (net inflow to exchanges)
2025-07-22,310129.0088392701,272965.6072093172,37163.40162995289,bearish_pressure (net inflow to exchanges)
2025-07-23,278102.515040367,275003.86763565196,3098.6474047150696,bearish_pressure (net inflow to exchanges)
2025-07-24,877116.5309139562,761528.5350692908,115587.99584466545,bearish_pressure (net inflow to exchanges)
2025-07-25,205582.10108563764,154899.97441274207,50682.12667289557,bearish_pressure (net inflow to exchanges)
2025-07-26,182310.781033867,240868.74542138862,-58557.96438752161,bullish_pressure (net outflow from exchanges)
2025-07-27,137442.38591841352,181897.42204500205,-44455.03612658853,bullish_pressure (net outflow from exchanges)
2025-07-28,737464.1922618774,352944.0139368924,384520.17832498497,bearish_pressure (net inflow to exchanges)
2025-07-29,297641.3968856905,146236.58873095352,151404.808154737,bearish_pressure (net inflow to exchanges)
2025-07-30,215521.02618087007,151747.29073979962,63773.73544107046,bearish_pressure (net inflow to exchanges)
2025-07-31,212313.96881576383,345384.28317311715,-133070.31435735332,bullish_pressure (net outflow from exchanges)
2025-08-01,248963.14060730417,332786.67362695717,-83823.533019653,bullish_pressure (net outflow from exchanges)
2025-08-02,418901.6883561461,353799.35675507423,65102.33160107187,bearish_pressure (net inflow to exchanges)
2025-08-03,120348.3131496277,275378.90051191737,-155030.58736228966,bullish_pressure (net outflow from exchanges)
2025-08-04,165617.25451265142,193080.36539110943,-27463.110878458014,bullish_pressure (net outflow from exchanges)
2025-08-05,115562.77412882584,97128.03798261599,18434.73614620985,bearish_pressure (net inflow to exchanges)
2025-08-06,184921.71343595654,57262.24654906453,127659.46688689201,bearish_pressure (net inflow to exchanges)
2025-08-07,267952.55244752317,146929.4658197144,121023.08662780878,bearish_pressure (net inflow to exchanges)
2025-08-08,135070.45907403843,121422.62427679001,13647.834797248419,bearish_pressure (net inflow to exchanges)
2025-08-09,134255.3724055328,289218.1000976912,-154962.72769215837,bullish_pressure (net outflow from exchanges)
2025-08-10,298301.2838657523,228603.03927341715,69698.24459233513,bearish_pressure (net inflow to exchanges)
2025-08-11,221370.9677497479,203715.50164587094,17655.46610387697,bearish_pressure (net inflow to exchanges)
2025-08-12,357996.9615198956,364878.611643487,-6881.650123591418,bullish_pressure (net outflow from exchanges)
2025-08-13,416281.8821578702,729806.2698233826,-313524.3876655124,bullish_pressure (net outflow from exchanges)
2025-08-14,693706.1588607151,566109.4249531276,127596.73390758748,bearish_pressure (net inflow to exchanges)
2025-08-15,248003.45020404202,190796.17734140324,57207.27286263878,bearish_pressure (net inflow to exchanges)
2025-08-16,100955.77563961511,224012.9106512946,-123057.1350116795,bullish_pressure (net outflow from exchanges)
2025-08-17,120818.5649550788,145307.6345642967,-24489.0696092179,bullish_pressure (net outflow from exchanges)
2025-08-18,1710420.4474246155,1048733.4474826758,661686.9999419397,bearish_pressure (net inflow to exchanges)
2025-08-19,727811.5841920777,667582.0692919905,60229.51490008726,bearish_pressure (net inflow to exchanges)
2025-08-20,108288.8850393371,342311.57668973366,-234022.69165039656,bullish_pressure (net outflow from exchanges)
2025-08-21,162529.36186643448,211752.50372046465,-49223.14185403017,bullish_pressure (net outflow from exchanges)
2025-08-22,555422.0223489277,418631.3070454835,136790.7153034442,bearish_pressure (net inflow to exchanges)
2025-08-23,147678.6068169978,262609.3778742884,-114930.7710572906,bullish_pressure (net outflow from exchanges)
2025-08-24,133251.19212372066,148358.77695421784,-15107.584830497188,bullish_pressure (net outflow from exchanges)
2025-08-25,178339.9596284358,169522.1096871474,8817.849941288412,bearish_pressure (net inflow to exchanges)
2025-08-26,189362.44748614344,196062.50949461616,-6700.0620084727125,bullish_pressure (net outflow from exchanges)
2025-08-27,113499.56037733945,152073.6831310655,-38574.12275372606,bullish_pressure (net outflow from exchanges)
2025-08-28,173336.783655514,161292.1135879989,12044.670067515108,bearish_pressure (net inflow to exchanges)
2025-08-29,312486.26971452957,207313.96043516902,105172.30927936055,bearish_pressure (net inflow to exchanges)
2025-08-30,165014.93608457057,96671.93985768322,68342.99622688735,bearish_pressure (net inflow to exchanges)
2025-08-31,53658.76923595379,45042.21930395355,8616.549932000242,bearish_pressure (net inflow to exchanges)
2025-09-01,219526.59616906082,150716.97221612083,68809.62395293999,bearish_pressure (net inflow to exchanges)
2025-09-02,256564.0712676843,191912.455355371,64651.61591231331,bearish_pressure (net inflow to exchanges)
2025-09-03,547594.8669268002,419586.73720565706,128008.12972114317,bearish_pressure (net inflow to exchanges)
2025-09-04,184619.83982760226,166755.96590118977,17863.87392641249,bearish_pressure (net inflow to exchanges)
2025-09-05,140161.62293416422,146886.2641137406,-6724.641179576371,bullish_pressure (net outflow from exchanges)
2025-09-06,148302.98390286975,82198.78325660987,66104.20064625988,bearish_pressure (net inflow to exchanges)
2025-09-07,114227.99581360287,111868.78745781437,2359.2083557885053,bearish_pressure (net inflow to exchanges)
2025-09-08,248809.02582433986,215422.41457919573,33386.61124514413,bearish_pressure (net inflow to exchanges)
2025-09-09,170278.02773616178,120867.69536860868,49410.3323675531,bearish_pressure (net inflow to exchanges)
2025-09-10,264086.27513336885,204772.68076868902,59313.594364679826,bearish_pressure (net inflow to exchanges)
2025-09-11,185188.4891453984,210994.98542019603,-25806.496274797624,bullish_pressure (net outflow from exchanges)
2025-09-12,112406.78830257336,150997.66361472645,-38590.87531215309,bullish_pressure (net outflow from exchanges)
2025-09-13,124529.4721587781,116833.95826429444,7695.513894483651,bearish_pressure (net inflow to exchanges)
2025-09-14,338121.8716073191,366781.3847634854,-28659.5131561663,bullish_pressure (net outflow from exchanges)
2025-09-15,177512.1450295831,204440.03114139638,-26927.886111813277,bullish_pressure (net outflow from exchanges)
2025-09-16,210177.26742270993,268673.3896439837,-58496.12222127375,bullish_pressure (net outflow from exchanges)
2025-09-17,824498.709865852,431502.01326860976,392996.69659724226,bearish_pressure (net inflow to exchanges)
2025-09-18,169464.84664646123,150915.34817737434,18549.498469086888,bearish_pressure (net inflow to exchanges)
2025-09-19,472144.99577562057,368859.5184340072,103285.47734161338,bearish_pressure (net inflow to exchanges)
2025-09-20,584098.6402714856,406409.8513590724,177688.78891241318,bearish_pressure (net inflow to exchanges)
2025-09-21,232338.6113042075,155260.59502424893,77078.01627995857,bearish_pressure (net inflow to exchanges)
2025-09-22,285136.4511227388,258713.9817731667,26422.469349572115,bearish_pressure (net inflow to exchanges)
2025-09-23,317425.10234216024,228540.12652905748,88884.97581310276,bearish_pressure (net inflow to exchanges)
2025-09-24,255885.76582293562,208168.01402287168,47717.75180006394,bearish_pressure (net inflow to exchanges)
2025-09-25,640932.381885859,567026.9963797304,73905.38550612854,bearish_pressure (net inflow to exchanges)
2025-09-26,144040.82766295868,175696.65999085826,-31655.83232789958,bullish_pressure (net outflow from exchanges)
2025-09-27,583790.1907634534,358018.8901103969,225771.30065305647,bearish_pressure (net inflow to exchanges)
2025-09-28,311128.3652649327,493607.3047534786,-182478.93948854593,bullish_pressure (net outflow from exchanges)
2025-09-29,350400.473254651,381914.8029885815,-31514.32973393047,bullish_pressure (net outflow from exchanges)
2025-09-30,243711.22247660445,195020.16847283783,48691.05400376662,bearish_pressure (net inflow to exchanges)
2025-10-01,1285731.8673686408,1553929.2773508464,-268197.4099822056,bullish_pressure (net outflow from exchanges)
2025-10-02,3981295.839474098,1725978.91546197,2255316.924012128,bearish_pressure (net inflow to exchanges)
2025-10-03,314379.2721116489,343804.6341823001,-29425.3620706512,bullish_pressure (net outflow from exchanges)
2025-10-04,399620.7540618214,2140345.3908724124,-1740724.636810591,bullish_pressure (net outflow from exchanges)
2025-10-05,428361.70126021013,427694.5285952365,667.172664973652,bearish_pressure (net inflow to exchanges)
2025-10-06,453329.78406596417,261183.02546890877,192146.7585970554,bearish_pressure (net inflow to exchanges)
2025-10-07,374216.1714035011,258448.42087646204,115767.75052703908,bearish_pressure (net inflow to exchanges)
2025-10-08,236083.07919468195,294563.54297307023,-58480.46377838828,bullish_pressure (net outflow from exchanges)
2025-10-09,380762.47062828013,827204.0756335375,-446441.60500525736,bullish_pressure (net outflow from exchanges)
2025-10-10,2363781.85425759,2091914.2057434875,271867.6485141027,bearish_pressure (net inflow to exchanges)
2025-10-11,712437.2932433677,1065479.891052967,-353042.59780959925,bullish_pressure (net outflow from exchanges)
2025-10-12,754111.8157685355,847466.50911228,-93354.6933437445,bullish_pressure (net outflow from exchanges)
2025-10-13,564266.1712345951,543534.9929816676,20731.178252927493,bearish_pressure (net inflow to exchanges)
2025-10-14,580965.908481484,522978.663471311,57987.245010173065,bearish_pressure (net inflow to exchanges)
2025-10-15,313203.0247460051,147365.7150226288,165837.30972337627,bearish_pressure (net inflow to exchanges)
2025-10-16,435046.518486856,294659.5509775728,140386.96750928322,bearish_pressure (net inflow to exchanges)
2025-10-17,863629.600415255,777115.8413236749,86513.75909158005,bearish_pressure (net inflow to exchanges)
2025-10-18,110770.15317745089,135722.32926330317,-24952.176085852276,bullish_pressure (net outflow from exchanges)
2025-10-19,257115.85565065942,159203.68107205603,97912.17457860339,bearish_pressure (net inflow to exchanges)
2025-10-20,176878.9971592902,216226.1494917878,-39347.152332497615,bullish_pressure (net outflow from exchanges)
2025-10-21,334006.9624271453,214001.5753393133,120005.38708783197,bearish_pressure (net inflow to exchanges)
2025-10-22,401638.13227913954,309676.67935399973,91961.4529251398,bearish_pressure (net inflow to exchanges)
2025-10-23,164415.1024645129,228847.9037998665,-64432.80133535361,bullish_pressure (net outflow from exchanges)
2025-10-24,219157.15184545287,273017.5408154238,-53860.388969970954,bullish_pressure (net outflow from exchanges)
2025-10-25,96709.61856039857,91926.77141011735,4782.847150281217,bearish_pressure (net inflow to exchanges)
2025-10-26,703222.3054182084,591053.042544762,112169.26287344634,bearish_pressure (net inflow to exchanges)
2025-10-27,488453.13233829354,780264.0381696983,-291810.9058314048,bullish_pressure (net outflow from exchanges)
2025-10-28,1401867.0605595475,1861165.3841468776,-459298.32358733006,bullish_pressure (net outflow from exchanges)
2025-10-29,735690.8977965016,781746.2869452537,-46055.38914875209,bullish_pressure (net outflow from exchanges)
2025-10-30,511170.9119001964,481512.8655099275,29658.046390268893,bearish_pressure (net inflow to exchanges)
2025-10-31,332832.7010169227,579118.3473103107,-246285.64629338798,bullish_pressure (net outflow from exchanges)
2025-11-01,1270149.0024620933,1929741.919294707,-659592.9168326138,bullish_pressure (net outflow from exchanges)
2025-11-02,705516.1089063063,877790.5225713789,-172274.41366507253,bullish_pressure (net outflow from exchanges)
2025-11-03,813229.3193939219,805714.0582891558,7515.261104766047,bearish_pressure (net inflow to exchanges)
2025-11-04,1153445.807983851,1543430.089093525,-389984.2811096739,bullish_pressure (net outflow from exchanges)
2025-11-05,927355.6940478156,619828.8013264018,307526.89272141387,bearish_pressure (net inflow to exchanges)
2025-11-06,514702.2835371997,368082.60007342394,146619.6834637758,bearish_pressure (net inflow to exchanges)
2025-11-07,595152.3360631337,648039.162385231,-52886.82632209733,bullish_pressure (net outflow from exchanges)
2025-11-08,314466.42726266535,210990.33678014515,103476.0904825202,bearish_pressure (net inflow to exchanges)
2025-11-09,313520.06579749164,286013.2563693329,27506.80942815874,bearish_pressure (net inflow to exchanges)
2025-11-10,401428.55562619516,554332.787706271,-152904.2320800759,bullish_pressure (net outflow from exchanges)
2025-11-11,237614.07724481547,204280.11599382714,33333.96125098833,bearish_pressure (net inflow to exchanges)
2025-11-12,435307.8843859293,329855.0431598004,105452.84122612892,bearish_pressure (net inflow to exchanges)
2025-11-13,281831.0929150007,287855.14722532313,-6024.054310322448,bullish_pressure (net outflow from exchanges)
2025-11-14,425139.2819440968,252504.66985018266,172634.61209391413,bearish_pressure (net inflow to exchanges)
2025-11-15,169841.0295332924,121230.5135567321,48610.5159765603,bearish_pressure (net inflow to exchanges)
2025-11-16,486945.79217916715,1214742.5748217602,-727796.782642593,bullish_pressure (net outflow from exchanges)
2025-11-17,521116.08583257557,577393.6722454351,-56277.5864128595,bullish_pressure (net outflow from exchanges)
2025-11-18,563325.5503767466,565984.356593119,-2658.80621637241,bullish_pressure (net outflow from exchanges)
2025-11-19,318648.8109327463,222922.8248455532,95725.98608719307,bearish_pressure (net inflow to exchanges)
2025-11-20,599659.6923107412,438254.23028303566,161405.4620277055,bearish_pressure (net inflow to exchanges)
2025-11-21,559563.0108187941,319847.07689268794,239715.9339261062,bearish_pressure (net inflow to exchanges)
2025-11-22,265416.0330547262,247681.16819443915,17734.864860287053,bearish_pressure (net inflow to exchanges)
2025-11-23,151600.64303043485,188709.31457435995,-37108.6715439251,bullish_pressure (net outflow from exchanges)
2025-11-24,669860.5127543776,305646.66132419836,364213.8514301792,bearish_pressure (net inflow to exchanges)
2025-11-25,175037.39257643634,246769.98931830027,-71732.59674186393,bullish_pressure (net outflow from exchanges)
2025-11-26,507907.7903020158,1477600.69719051,-969692.9068884943,bullish_pressure (net outflow from exchanges)
2025-11-27,877436.5252842208,398985.6497386071,478450.8755456137,bearish_pressure (net inflow to exchanges)
2025-11-28,763474.275938408,428580.6195725693,334893.65636583866,bearish_pressure (net inflow to exchanges)
2025-11-29,148909.3627916835,176689.46158157932,-27780.098789895826,bullish_pressure (net outflow from exchanges)
2025-11-30,185020.99389290318,149743.87378813224,35277.12010477093,bearish_pressure (net inflow to exchanges)
2025-12-01,467423.0710014153,316745.072388695,150677.9986127203,bearish_pressure (net inflow to exchanges)
2025-12-02,224670.81259834077,226953.78667494262,-2282.9740766018513,bullish_pressure (net outflow from exchanges)
2025-12-03,300561.37873984117,317909.1927793673,-17347.814039526158,bullish_pressure (net outflow from exchanges)
2025-12-04,244106.61667791475,136981.25371557698,107125.36296233776,bearish_pressure (net inflow to exchanges)
2025-12-05,365792.94562273176,304483.9317054078,61309.01391732396,bearish_pressure (net inflow to exchanges)
2025-12-06,814915.3593035324,589828.0359508502,225087.32335268217,bearish_pressure (net inflow to exchanges)
2025-12-07,163483.95284502403,158924.43058514543,4559.522259878606,bearish_pressure (net inflow to exchanges)
2025-12-08,209508.1601595471,267244.1035856145,-57735.94342606739,bullish_pressure (net outflow from exchanges)
2025-12-09,318160.2610710214,305805.7878977575,12354.47317326389,bearish_pressure (net inflow to exchanges)
2025-12-10,772326.8437304352,297200.13403524685,475126.7096951884,bearish_pressure (net inflow to exchanges)
2025-12-11,90385.36967811624,83861.77073153535,6523.598946580896,bearish_pressure (net inflow to exchanges)
2025-12-12,1320882.7454438012,682527.3451192966,638355.4003245046,bearish_pressure (net inflow to exchanges)
2025-12-13,185763.30536763242,175259.92143163132,10503.383936001104,bearish_pressure (net inflow to exchanges)
2025-12-14,370427.4039455715,422347.1002382423,-51919.69629267079,bullish_pressure (net outflow from exchanges)
2025-12-15,683560.9994879095,411596.61612616054,271964.38336174894,bearish_pressure (net inflow to exchanges)
2025-12-16,325948.86340993276,447851.93790648365,-121903.0744965509,bullish_pressure (net outflow from exchanges)
2025-12-17,436832.6793402175,369057.74956108874,67774.92977912875,bearish_pressure (net inflow to exchanges)
2025-12-18,675956.5202991329,1044880.5796339795,-368924.05933484656,bullish_pressure (net outflow from exchanges)
2025-12-19,310452.2050987523,365408.0495411064,-54955.84444235411,bullish_pressure (net outflow from exchanges)
2025-12-20,383178.18422487064,304988.9482142901,78189.23601058056,bearish_pressure (net inflow to exchanges)
2025-12-21,214442.53842050186,59341.68828673863,155100.85013376322,bearish_pressure (net inflow to exchanges)
2025-12-22,1153575.0305646672,486518.22398023575,667056.8065844314,bearish_pressure (net inflow to exchanges)
2025-12-23,1119783.416284048,281701.6099417703,838081.8063422777,bearish_pressure (net inflow to exchanges)
2025-12-24,635343.8951050913,86470.3274663255,548873.5676387658,bearish_pressure (net inflow to exchanges)
2025-12-25,850098.3983581584,213245.28040324437,636853.117954914,bearish_pressure (net inflow to exchanges)
2025-12-26,896928.0352467925,454993.43065283686,441934.6045939556,bearish_pressure (net inflow to exchanges)
2025-12-27,1101456.6960842288,595823.154587057,505633.54149717186,bearish_pressure (net inflow to exchanges)
2025-12-28,606279.6400926464,241004.3169673971,365275.32312524924,bearish_pressure (net inflow to exchanges)
